Datetime,"('close', 'spy')","('high', 'spy')","('low', 'spy')","('open', 'spy')","('volume', 'spy')"
2025-11-07 19:10:00+00:00,666.280029296875,666.3385009765625,665.780029296875,666.030029296875,846213
2025-11-07 19:15:00+00:00,665.9749755859375,666.5499877929688,665.9099731445312,666.2899780273438,586002
2025-11-07 19:20:00+00:00,666.5900268554688,666.6799926757812,665.9749755859375,665.97998046875,1095529
2025-11-07 19:25:00+00:00,666.4500122070312,666.5900268554688,666.1099853515625,666.5900268554688,1171319
2025-11-07 19:30:00+00:00,667.5700073242188,667.6599731445312,666.47998046875,666.47998046875,1003378
2025-11-07 19:35:00+00:00,668.3800048828125,668.52001953125,667.3699951171875,667.5700073242188,1359354
2025-11-07 19:40:00+00:00,669.3699951171875,669.5800170898438,668.3800048828125,668.3800048828125,1920704
2025-11-07 19:45:00+00:00,669.0700073242188,669.3900146484375,667.6699829101562,669.3699951171875,2363293
2025-11-07 19:50:00+00:00,669.6900024414062,669.7100219726562,668.8300170898438,669.0900268554688,1456074
2025-11-07 19:55:00+00:00,669.8900146484375,669.97998046875,669.0499877929688,669.6900024414062,985958
2025-11-07 20:00:00+00:00,669.5798950195312,670.030029296875,669.3699951171875,669.9000244140625,1206410
2025-11-07 20:05:00+00:00,669.5800170898438,669.6599731445312,668.6500244140625,669.5800170898438,1918302
2025-11-07 20:10:00+00:00,669.489990234375,669.9199829101562,669.3099975585938,669.5800170898438,848330
2025-11-07 20:15:00+00:00,669.0,669.655029296875,668.5800170898438,669.47998046875,1209879
2025-11-07 20:20:00+00:00,668.35498046875,669.0941772460938,668.2249755859375,668.97998046875,970345
2025-11-07 20:25:00+00:00,668.6649780273438,669.1400146484375,667.9199829101562,668.3599853515625,1108902
2025-11-07 20:30:00+00:00,669.0,669.4299926757812,668.6599731445312,668.6599731445312,884495
2025-11-07 20:35:00+00:00,669.530029296875,669.5800170898438,668.969970703125,669.0,767320
2025-11-07 20:40:00+00:00,670.02001953125,670.10498046875,669.0499877929688,669.5399780273438,1049301
2025-11-07 20:45:00+00:00,668.72998046875,670.0399780273438,668.6849975585938,670.010009765625,1776633
2025-11-07 20:50:00+00:00,669.8099975585938,670.0900268554688,668.719970703125,668.72998046875,2299005
2025-11-07 20:55:00+00:00,670.9199829101562,671.0800170898438,669.6500244140625,669.77001953125,4637080
